@relation ionosphere-weka.filters.unsupervised.attribute.Standardize

@attribute a01 numeric
@attribute a02 numeric
@attribute a03 numeric
@attribute a04 numeric
@attribute a05 numeric
@attribute a06 numeric
@attribute a07 numeric
@attribute a08 numeric
@attribute a09 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute class {b,g}

@data
0.347937,0,0.720619,-0.460684,0.234817,0.349322,0.57715,-1.350438,0.9627,-0.957765,0.929584,-1.321034,0.640996,-0.441899,0.649805,0.164163,1.00005,0.799149,1.022903,0.55854,1.027903,-0.052504,0.93333,-1.622834,1.043935,0.43111,0.887941,-0.084146,1.079303,-0.164148,1.132992,1.046613,1.244848,-1.264175,g
0.347937,0,0.720619,-1.396836,0.751031,-1.843707,0.700461,-2.100548,0.9627,-1.115065,0.929584,-0.782774,0.366609,-1.934707,1.004615,-1.410392,1.00005,-1.595157,0.651991,-1.667377,1.031954,-1.945894,0.561018,-1.311112,0.386075,-1.372391,-0.007499,-1.291436,0.749723,-1.913666,1.132992,-1.939751,-0.085932,-1.656072,g
0.347937,0,0.507844,0.203605,0.517334,0.433022,0.484854,0.603974,0.240663,0.864739,0.113306,1.121867,-0.006125,1.350239,-0.155476,1.579721,-0.470226,1.609618,-0.720108,1.515452,-0.883372,1.275584,-1.101592,1.295853,-1.385865,1.132907,-1.94456,0.867356,-1.530834,0.591422,-1.541154,0.380692,-1.602262,0.096597,g
-2.865899,0,0.720619,-2.365858,0.767382,1.918601,0.913227,-2.149516,0.9627,1.691956,0.929584,-2.334276,0.963054,1.831959,1.004615,-2.336826,1.00005,-2.005756,1.022903,1.972783,1.087691,1.913874,1.055911,-1.787057,1.043935,-1.826594,0.887941,-1.691672,1.079303,2.023542,1.132992,-1.939751,1.244848,2.104295,b
0.347937,0,-1.28859,-0.100517,-1.803919,1.601508,-1.116596,-0.229209,0.348756,-2.441548,0.877729,0.320946,-1.062835,-1.385273,-0.990413,1.275207,0.905473,0.337238,-0.57386,0.046284,-0.552115,-0.01601,-0.899196,-1.787057,-0.68482,0.139995,0.887941,-1.691672,-0.657153,0.054938,-0.539025,1.212295,-0.66843,-0.030918,b
0.347937,0,-0.752794,-0.327051,-0.1303,-0.25149,-0.439995,-0.485243,-0.28631,-0.133668,0.160582,-0.279639,0.507676,-0.020376,0.545076,-0.300635,0.244945,0.409888,0.091463,0.014169,-0.032838,0.369967,0.559031,0.108835,-0.252631,0.402201,-0.15401,0.225313,0.037429,0.120552,0.199754,0.072285,0.128776,-0.137679,g
0.347937,0,-0.501402,-0.244208,0.718599,-0.157568,0.913227,1.691099,-0.302995,-0.058604,0.121735,-0.049393,0.345345,-1.847574,0.358748,1.326367,0.462705,-0.203041,0.170902,-0.176555,0.523171,0.269458,0.777807,0.971883,0.127954,0.46287,-0.094053,0.392414,-0.093448,0.003518,0.067659,0.270659,-0.010052,0.241428,b
0.347937,0,0.471035,-0.016088,0.57408,-0.244046,0.69421,-0.219415,0.693208,-0.374796,0.841403,-0.162707,0.754451,-0.168677,0.794805,-0.130075,0.738748,-0.117749,0.79479,0.094138,0.828306,0.014926,0.782395,0.141994,0.689592,0.054488,0.541392,0.163388,0.766532,0.226128,0.796272,0.052327,0.863876,0.021202,g
0.347937,0,0.720619,1.032153,0.767382,0.291033,-0.60914,1.691099,-0.677108,1.509669,-1.081715,1.312604,-1.192362,1.039694,-1.198416,0.670697,-1.324518,0.343639,-1.159489,0.059345,-0.986287,-0.190182,-0.868307,-0.136948,-0.819352,-0.110627,-1.089744,-0.059783,-0.639216,-0.083573,-0.577924,-0.073263,-0.6254,-0.073985,g
0.347937,0,-1.28859,-0.100517,-3.079797,-2.421581,-3.146419,1.691099,-1.009432,-0.374796,-2.619684,1.707619,0.963054,1.831959,1.004615,-2.336826,-0.61802,0.007281,-0.57386,0.046284,-2.191921,-1.945894,-2.256623,2.004727,1.043935,1.000378,0.887941,-1.691672,-0.657153,0.054938,-2.366672,-1.939751,-2.581707,2.104295,b
0.347937,0,-0.259734,2.164823,0.767382,0.916236,0.328192,1.323034,-0.109706,0.584735,-0.257983,1.707619,-0.302661,1.831959,-0.79396,2.026455,-1.153294,1.994591,-1.553986,1.972783,-1.415866,1.367697,-2.066152,1.016853,-2.413575,0.831743,-2.986491,0.3004,-2.39361,-0.274075,-2.366672,-0.814811,-2.426789,-1.4307,g
0.347937,0,-1.28859,-0.100517,-1.156208,-0.25149,-1.116596,-0.229209,-2.981564,1.691956,-0.84505,-0.313329,0.963054,0.565633,-0.710998,-0.416982,-0.61802,0.007281,-2.170624,-1.880216,-0.552115,-0.01601,1.055911,-1.787057,-0.68482,0.139995,0.887941,0.538535,-0.657153,0.054938,-0.61684,0.007387,-0.66843,-0.030918,b
0.347937,0,0.624519,0.048882,0.644541,0.031273,0.730462,0.138569,0.664533,-1.407387,0.752529,0.925916,0.608449,0.50491,0.579603,0.673576,0.452252,0.829485,0.950602,1.199525,0.321213,0.834837,0.17433,0.952715,0.014289,1.009208,-0.383377,0.912227,0.911387,2.023542,-0.207292,0.778843,-0.311948,0.763189,g
0.347937,0,0.720619,-0.114381,0.767382,-0.464896,0.913227,-0.376093,0.9627,-0.593975,0.929584,-0.537108,0.963054,-0.986726,1.004615,-0.49587,0.87261,-0.634556,0.806909,-0.619014,0.951472,-0.866549,0.990654,-0.779693,0.730581,-0.653956,0.552434,-0.641375,0.658802,-0.697679,0.790865,-0.782664,0.754169,-0.992597,g
0.347937,0,-0.409561,-0.006121,-0.03412,-0.477548,-0.313131,-0.229209,-0.352061,-0.503968,0.005301,-0.313329,-0.1754,0.021736,0.302547,-0.109742,0.089885,-0.454047,-0.008334,-0.395212,-0.005519,0.144807,-0.186289,0.464315,-0.000527,-0.22874,-0.196668,-0.056547,0.066376,-0.109106,0.40389,-0.601094,-0.030677,-0.164369,g
0.347937,0,-0.665052,-0.334867,-0.691892,-0.475986,-0.696625,-0.361652,-0.863395,-0.487041,-0.780294,-0.387881,-0.616747,-0.236917,-0.515831,-0.187517,-0.613473,-0.010696,-0.572615,0.036208,-0.552164,-0.02178,-0.60082,0.105688,-0.685356,0.138225,-1.04976,0.125554,-0.657466,0.054466,-0.61705,0.007153,-0.668583,-0.031046,g
0.347937,0,-0.578415,-0.412409,0.178513,-0.304071,0.267642,-0.29784,0.089381,-0.501261,0.252313,-0.524861,0.353895,-0.320656,0.382108,-0.314205,0.065954,-0.524342,0.355664,0.142454,0.263459,-0.18528,0.165518,-0.061587,0.093258,0.128904,-0.290933,-0.037894,-0.039183,-0.147946,-0.052834,-0.160787,-0.11467,-0.208141,g
0.347937,0,0.483111,0.884702,-0.010268,1.433695,-0.717289,1.586193,-1.484775,1.537859,-1.954658,1.126738,-2.033525,0.49125,-1.942318,-0.271641,-1.869694,-0.892687,-1.323541,-1.365552,-0.719982,-1.602703,-0.163367,-1.361808,0.283006,-0.959525,0.348368,-0.31779,0.601395,0.243904,0.40046,0.765116,-0.003585,1.200161,g
0.347937,0,0.135337,-0.661937,0.081583,-0.157134,-0.198771,0.50552,0.276733,0.002614,0.042267,0.231458,0.285218,-0.654398,0.24538,0.670042,0.008108,-0.850454,0.002364,-0.456282,-0.110073,0.210539,0.28154,0.035938,-0.14365,-0.099417,-0.082023,0.048902,0.182388,-0.032625,0.509142,-0.483623,0.296532,0.28473,g
0.347937,0,-1.084957,0.144389,-1.156208,-0.25149,-1.116596,-0.229209,0.069916,1.328869,-0.293476,1.707619,-0.644182,-0.188763,-0.527182,-0.155185,-0.016713,-2.005756,-0.045204,-1.880216,-0.552115,-0.01601,-0.600356,0.108835,-1.420716,-1.826594,0.887941,-1.691672,0.30493,-0.410617,-0.61684,0.007387,-0.66843,-0.030918,b
0.347937,0,0.613187,0.54993,0.239433,1.207853,-0.151131,1.354181,-0.984445,1.466866,-1.286419,1.393867,-1.409934,0.944438,-1.689525,0.755497,-1.693308,0.15238,-1.618559,-0.329866,-1.412603,-0.865159,-1.111331,-0.935593,-0.756027,-1.134197,-0.737674,-0.899345,-0.018971,-0.769927,0.189115,-0.431401,0.295403,-0.158604,g
0.347937,0,0.513791,0.765635,0.597644,0.562294,0.390852,1.069822,-0.110376,1.236051,-0.505775,1.484728,-0.679638,1.549644,-0.842549,1.641461,-1.224796,1.36904,-1.372242,0.967035,-1.757848,0.721881,-2.025226,0.276129,-1.96868,-0.105828,-2.365129,-0.312299,-1.614757,-0.784613,-1.388831,-0.980493,-1.217081,-1.239833,g
0.347937,0,-0.514623,0.25206,-0.362823,-0.091055,-0.579525,0.234066,-0.549018,-0.101365,-0.499795,0.197809,-0.250184,0.558197,-0.390102,0.345654,-0.680979,0.7514,-0.493096,0.52604,-0.143754,0.171729,-0.471465,0.676863,-0.727935,0.700119,-1.165973,0.603786,-0.913906,0.346016,-0.780257,0.613492,-1.033215,0.583895,b
-2.865899,0,-1.28859,-0.100517,-1.156208,-0.25149,-1.116596,-0.229209,-1.009432,-0.374796,-0.84505,-0.313329,0.963054,1.831959,1.004615,2.026455,1.00005,-2.005756,-0.57386,0.046284,1.087691,1.913874,1.055911,-1.787057,1.043935,2.106585,0.887941,0.126426,1.079303,2.023542,1.132992,-1.939751,-0.66843,-0.030918,b
0.347937,0,0.613107,-0.080311,0.715195,-0.257132,0.891346,-0.222065,0.87989,-0.341769,0.824065,-0.241989,0.91826,-0.093405,0.983553,-0.11465,0.907447,0.150911,0.999766,0.032682,1.051123,0.080098,0.995589,0.243405,0.927659,0.299309,0.795787,0.205623,1.035422,0.071041,1.095283,0.144874,1.244848,-0.03647,g
0.347937,0,-2.653546,-2.365858,-3.079797,1.918601,0.913227,0.986673,-0.940111,-2.441548,-2.619684,-2.334276,0.963054,1.831959,0.831262,-2.336826,-2.23609,2.020317,0.764866,1.972783,1.087691,-1.945894,-2.256623,-1.787057,-1.010794,2.106585,0.887941,-1.691672,-2.39361,-1.913666,-2.366672,1.954525,1.244848,0.686749,b
0.347937,0,0.614151,-0.101288,0.636712,-0.321519,0.815329,-0.295094,0.875611,-0.324243,0.825307,-0.277639,0.844038,-0.094032,0.912003,-0.187059,0.916509,0.047622,0.923648,0.07312,0.946766,0.132147,0.881506,0.225395,0.940003,0.202789,0.742437,0.172642,0.94247,0.099074,1.001037,0.015993,1.105121,-0.043238,g
0.347937,0,0.544633,-0.002043,0.65564,-0.202012,0.805748,-0.126568,0.836128,-0.347494,0.786034,-0.185039,0.846786,0.055077,0.882807,-0.019683,0.820428,0.263379,0.763333,0.324451,0.775849,0.212662,0.675648,0.378469,0.624799,0.3622,0.375547,0.367906,0.495628,0.356134,0.624229,0.216782,0.580137,0.2135,g
-2.865899,0,-1.28859,-0.100517,-1.156208,-0.25149,-1.116596,-0.229209,0.9627,1.691956,0.929584,1.707619,-0.644182,-0.188763,-0.527182,-0.155185,-1.224796,-2.005756,-2.170624,-1.880216,-0.552115,-0.01601,-0.600356,0.108835,-2.413575,-1.826594,-2.986491,-1.691672,-2.39361,2.023542,1.132992,0.007387,-0.66843,-0.030918,b
0.347937,0,0.720619,-0.240561,0.767382,-0.187646,0.913227,-0.32774,0.9627,-0.410075,0.929584,-0.550305,0.71382,-0.293881,0.903394,-0.29913,0.501199,-0.141261,0.475708,-0.346087,1.004224,-0.625043,0.738769,-0.49129,0.783447,-0.545125,0.355768,-0.403986,0.612092,-0.704471,0.334299,-0.504399,0.560028,-0.87405,g
0.347937,0,0.720619,0.444909,0.763823,-0.243482,0.512216,-0.807855,0.763889,-0.860193,0.408605,-0.799912,0.542842,-0.805871,0.567931,-0.942277,0.145612,-1.224476,0.072398,-1.014428,0.448839,-0.774995,0.28038,-0.510761,-0.270506,-0.885424,-0.483453,-0.753352,-0.435286,-0.715633,-0.342869,-0.992059,-0.317286,-1.025992,g
0.347937,0,0.720619,-0.130918,0.767382,-0.217506,0.913227,-0.23351,0.9627,-0.245335,0.889886,-0.222911,0.898331,-0.13,1.004615,-0.01364,0.981943,0.074838,1.022903,0.115233,1.084017,0.165322,0.985503,0.248809,1.043935,0.337972,0.887728,0.285746,1.063761,0.222289,1.132992,0.203405,1.244848,0.184034,g
0.347937,0,-1.248908,-0.084547,-1.077533,-0.269849,-1.073645,-0.207548,-0.987186,-0.284438,-0.840046,-0.310479,-0.612439,-0.251466,-0.557435,-0.022869,-0.684199,0.06123,-0.612151,0.038134,-0.480423,-0.06501,-0.56998,0.108835,-0.68482,0.115039,-1.013747,0.105918,-0.64736,0.024405,-0.646465,-0.039305,-0.654941,-0.030918,b
0.347937,0,0.713487,0.046005,0.767382,-0.278312,0.868795,-0.181239,0.886023,-0.327013,0.9167,-0.155533,0.791449,0.020301,0.915955,-0.040235,0.818971,0.23113,0.801017,0.21256,0.786507,0.212295,0.785409,0.38264,0.721159,0.403754,0.490347,0.374378,0.716557,0.35769,0.732666,0.317566,0.688869,0.225628,g
-2.865899,0,-3.297799,-2.365858,0.767382,1.918601,0.913227,-2.149516,-2.981564,1.691956,0.929584,-2.334276,-2.251418,-2.209485,-0.527182,-0.155185,1.00005,2.020317,-2.170624,-1.880216,1.087691,-1.945894,1.055911,-1.787057,1.043935,2.106585,0.887941,-1.691672,1.079303,-1.913666,-2.366672,1.954525,1.244848,-2.166132,b
0.347937,0,-0.027912,-0.278188,0.239337,-0.25149,0.117212,-0.379818,0.227982,-0.617949,0.372828,-0.551093,0.427314,-0.466107,0.463983,-0.369073,0.270333,-0.229553,0.302795,-0.369243,0.412484,-0.394422,0.503827,-0.337249,0.094814,-0.361288,-0.034,-0.322062,0.330248,-0.562672,0.137985,-0.412591,0.23194,-0.617056,b
0.347937,0,0.720619,0.050241,0.767382,-0.650526,0.913227,-0.753837,0.9627,-1.265711,0.929584,-1.14897,0.902493,-1.236992,0.862327,-1.442724,0.825783,-1.330865,0.541894,-1.321473,0.606326,-1.488898,0.444434,-1.418192,0.280984,-1.612787,-0.134696,-1.446229,0.04269,-1.592292,-0.074462,-1.727376,-0.228471,-1.934632,g
0.347937,0,0.720619,-2.365858,0.767382,1.918601,0.913227,-2.149516,0.9627,-2.441548,0.929584,-2.334276,0.963054,-0.225944,1.004615,-2.336826,1.00005,2.020317,1.022903,-1.602473,1.087691,1.913874,1.055911,-1.787057,-0.68482,0.139995,0.887941,1.944525,1.079303,-1.503035,1.132992,1.954525,1.244848,2.104295,b
0.347937,0,0.720619,-0.008137,0.767382,0.008531,0.913227,0.081094,0.9627,0.202262,0.906567,0.310922,0.846449,0.571816,0.868561,0.711995,0.70781,0.934465,0.681499,0.951623,0.749891,1.070167,0.564513,1.210898,0.474777,1.314502,0.091803,1.235284,0.279699,1.254448,0.176044,1.246468,0.105338,1.306964,g
0.347937,0,0.05089,-0.131462,0.717445,-0.103251,-0.110006,0.733576,0.483137,-0.380438,0.311373,-0.597696,0.001348,-1.177038,0.073405,1.126376,0.624269,0.64805,0.680429,0.264729,0.227465,-0.883396,1.055911,0.121784,0.363774,0.277008,0.28074,0.437103,0.863426,0.208233,0.351307,0.486188,-0.401833,0.995842,g
0.347937,0,0.496653,-0.06357,0.613629,-0.22317,0.759813,-0.203112,0.749295,-0.58608,0.753949,-0.483654,0.85119,-0.209637,0.898829,-0.349744,0.773924,-0.094518,0.854461,-0.031239,0.897768,-0.250028,0.872181,-0.116947,0.749701,-0.138041,0.625506,-0.088255,0.828142,-0.201985,0.84469,-0.235071,0.992027,-0.292162,g
-2.865899,0,0.720619,2.164823,-1.156208,-0.25149,0.913227,-2.149516,0.9627,-2.441548,0.929584,1.707619,0.963054,1.831959,1.004615,-2.336826,1.00005,2.020317,1.022903,1.972783,1.087691,-1.945894,-2.256623,-1.787057,1.043935,-1.826594,0.887941,-1.691672,1.079303,2.023542,-0.61684,0.007387,1.244848,-2.166132,b
0.347937,0,0.720619,1.339061,0.767382,1.918601,0.448865,1.691099,-1.666803,1.691956,-2.619684,1.707619,-0.644182,1.831959,-2.05898,2.026455,-2.23609,0.007281,-2.170624,-1.238056,-2.191921,-1.801847,-2.256623,-0.523122,-1.261066,-1.826594,-0.676652,-1.691672,1.079303,-1.913666,-0.61684,-1.939751,1.244848,-1.454401,g
0.347937,0,0.612082,-0.161342,-3.079797,0.315577,-1.855309,0.45517,0.356427,-1.685675,0.929584,-0.381091,-1.110602,-0.199877,-1.367404,0.181922,0.869326,-0.924151,1.022903,-0.925135,-1.039711,-0.623036,-1.823741,0.817159,0.765122,-0.779071,-0.037893,-0.930434,1.079303,-1.153647,-0.785419,0.406102,-0.785465,0.864014,b
0.347937,0,0.601112,-0.1352,0.655236,-0.229767,0.811614,-0.257476,0.881409,-0.396704,0.834482,-0.388306,0.917617,-0.224469,0.959504,-0.239986,0.92667,-0.074529,0.946738,-0.044474,0.993057,-0.058062,0.936908,0.025094,0.906482,0.051971,0.746427,0.020486,0.911596,-0.092294,0.992848,-0.133664,1.092723,-0.189351,g
0.347937,0,0.720619,0.223109,0.767382,1.298585,0.913227,1.142448,0.9627,-0.670052,0.67606,-0.602041,0.963054,-0.137558,1.004615,-0.155185,0.075436,-0.280302,1.022903,0.115965,1.087691,-0.567397,1.055911,0.108835,-0.190897,-0.421879,0.887941,0.215349,1.079303,0.156951,1.132992,1.12004,1.244848,-0.030918,g
-2.865899,0,0.720619,-2.365858,0.767382,1.918601,-3.146419,-2.149516,0.9627,-2.441548,-0.84505,-0.313329,-0.644182,-0.188763,-2.05898,2.026455,1.00005,-2.005756,1.022903,-1.880216,-1.781969,1.913874,1.055911,-1.787057,1.043935,-1.826594,0.887941,-1.691672,-2.39361,-1.913666,-0.61684,0.007387,1.244848,-2.166132,b
0.347937,0,0.39129,0.198847,0.232066,-0.120004,0.219617,-0.069535,-0.538329,-0.106924,-0.067104,0.09753,0.150082,0.067586,0.158251,0.139489,-0.143084,0.066102,0.195109,0.349823,-0.013685,0.266062,-0.11184,0.386356,-0.227806,0.425741,-0.591298,0.386669,-0.198225,0.372612,-0.288449,0.272821,-0.349773,0.250887,g
0.347937,0,0.720619,1.1432,0.050748,1.918601,-1.076791,1.691099,-1.976171,1.529861,-2.306515,0.875473,-2.251418,0.048975,-1.998902,-0.882391,-1.665008,-1.374206,-0.949563,-1.615804,0.026638,-1.945894,0.633728,-1.266615,0.908349,-0.284178,0.749895,0.524153,0.602628,1.174345,-0.205122,1.763627,-0.893527,1.894959,g
0.347937,0,0.394906,0.871404,0.23095,1.015518,-0.190489,1.27084,-0.684622,1.33507,-1.075966,1.443824,-1.386356,1.397443,-1.437606,0.980795,-1.887719,0.541319,-1.915365,0.121956,-1.569467,-0.621048,-1.385625,-0.818351,-1.329611,-1.193274,-1.147182,-1.013358,-0.402068,-0.848868,0.032225,-0.755248,0.256047,-0.550053,g
0.347937,0,0.678526,0.257633,0.577177,0.513185,0.548651,0.703312,0.40577,0.966278,0.198914,1.176979,0.004322,1.491588,-0.142088,1.694933,-0.541971,1.727924,-0.768554,1.582648,-0.981416,1.542448,-1.227005,1.467734,-1.567073,1.286989,-2.16486,0.963479,-1.732002,0.661189,-1.767425,0.364589,-1.895491,0.032455,g
0.347937,0,0.460387,0.760924,0.076794,1.250474,-0.480307,1.434258,-1.086996,1.500575,-1.593467,1.290212,-1.778264,0.853121,-1.768689,0.340811,-1.930857,-0.245134,-1.65126,-0.687751,-1.180718,-1.229154,-0.815886,-1.232736,-0.415964,-1.166233,-0.302595,-0.811131,0.255754,-0.533616,0.367248,-0.108234,0.316143,0.324488,g
0.347937,0,-0.897477,0.029173,-1.075455,0.295178,-1.330884,0.709169,-1.370746,-0.753446,-1.59013,-0.189909,-1.374189,-0.003665,-0.778581,-0.821327,-0.784762,-0.791794,-0.275233,-0.291952,0.005616,-0.246689,-0.126233,-0.195095,-0.310631,0.625586,-0.973472,0.691709,-0.723434,0.57339,-0.910707,0.334389,-1.24534,-0.748094,g
-2.865899,0,-1.28859,-0.100517,-1.156208,-0.25149,-1.116596,-0.229209,-1.009432,-0.374796,-0.84505,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,-0.61802,0.007281,-0.57386,0.046284,-0.552115,-0.01601,-0.600356,0.108835,-0.68482,0.139995,0.887941,0.126426,-0.657153,0.054938,-0.61684,0.007387,-0.66843,-0.030918,b
0.347937,0,-0.342453,0.41487,-0.341991,0.477618,-0.595723,0.685223,-0.972908,0.647647,-0.882601,0.777336,-1.192684,0.442046,-1.159355,0.554721,-1.452734,0.145737,-1.372242,-0.177961,-0.795052,-0.296808,-0.845732,-0.613405,-1.087274,0.145207,-0.980039,-0.45062,-0.381526,-0.372111,-0.181692,-0.466527,-0.157202,0.059465,g
0.347937,0,-0.430497,-1.233188,-1.156208,-0.25149,-1.116596,-0.229209,-0.093219,0.680116,0.201239,-0.271232,-0.644182,-0.188763,-0.527182,-0.155185,-0.351718,-0.90698,0.370897,-0.306902,-0.552115,-0.01601,-0.600356,0.108835,1.022326,-0.663022,-2.986491,-1.691672,-1.14192,-1.433819,-0.61684,0.007387,-0.66843,-0.030918,b
0.347937,0,-0.717794,-0.821303,-1.156208,-0.25149,0.267378,-2.149516,-0.404342,1.605835,0.297708,-0.1832,-0.084093,-1.903305,-0.527182,-0.155185,0.338113,-0.71711,0.145897,-1.508055,-0.552115,-0.01601,-0.600356,0.108835,-0.265735,0.490107,0.887941,-0.307445,-0.551907,-0.89954,-0.331827,-1.357089,-0.66843,-0.030918,b
0.347937,0,0.244356,-0.276716,0.767382,-0.894488,0.913227,-1.8757,0.568274,-0.248497,-0.036598,-1.177849,0.963054,-0.44299,1.004615,-1.977269,0.179025,0.044562,0.739031,-0.067881,1.05842,-0.40079,1.055911,0.526633,0.518912,-0.380777,0.735831,-0.319899,0.712719,0.095038,0.914123,-0.520385,1.244848,-1.24878,g
0.347937,0,0.720619,-0.154908,0.654659,-0.109761,0.752993,-0.675776,0.512107,-0.713723,0.091921,-0.723076,0.262444,-0.203151,-0.00032,-0.754198,0.238586,-0.431159,0.146392,-0.296884,-0.454022,-0.702566,-0.562113,-0.893693,-0.628013,-1.141395,-0.791819,-0.840911,-0.61494,-1.169475,-0.716703,-1.152581,-0.756593,-1.433689,g
0.347937,0,0.511441,0.789444,0.115843,1.306723,-0.517372,1.514892,-1.103838,1.576528,-1.656502,1.396494,-1.892362,0.993582,-1.948981,0.393127,-2.111207,-0.301016,-1.788422,-0.886219,-1.387285,-1.486524,-0.847057,-1.570754,-0.311737,-1.545431,-0.018115,-1.120662,0.642514,-0.745418,0.838006,-0.129477,0.802154,0.565362,g
0.347937,0,-0.040449,-1.542089,-1.156208,-0.25149,-1.116596,-0.229209,-0.329638,0.220181,-0.085453,0.482803,-0.765946,0.85987,0.029841,0.530701,-1.488347,0.670677,-0.380316,-0.238318,-0.521057,-1.046742,-1.553968,0.446361,-0.180594,-0.396353,-0.550287,-0.920362,0.092683,0.532167,-0.298685,-0.036871,-0.342311,-0.920598,b
0.347937,0,-0.281735,-0.181979,0.019567,-0.222237,0.078483,-0.199002,0.15168,-0.323706,0.339376,-0.322403,0.507965,-0.284121,0.491724,-0.135572,0.309182,0.057043,0.459549,-0.096586,0.38018,0.257204,0.352461,0.040659,0.119345,0.237224,0.046957,0.141407,0.170094,-0.015853,0.338691,0.213044,0.492432,-0.203657,g
0.347937,0,-1.113869,-0.084977,-0.887694,-0.340876,-0.902936,-0.387404,-0.761219,-0.50248,-0.430833,-0.336448,-0.445576,-0.031551,-0.30285,-0.449728,-0.147777,-0.089446,-0.270587,0.187361,-0.36075,-0.01601,-0.414639,0.104493,-0.423726,-0.062504,-0.885251,0.151389,-0.462445,-0.075699,-0.448664,-0.135202,-0.44515,-0.177501,b
0.347937,0,-3.297799,-2.365858,-2.131352,1.918601,0.913227,-2.149516,0.9627,0.737509,-0.84505,-0.313329,-0.259121,-2.209485,1.004615,2.026455,-0.61802,0.007281,1.022903,1.972783,1.087691,1.913874,-0.600356,0.108835,-1.921364,2.106585,-0.403543,-1.691672,1.079303,-1.913666,0.604403,-1.939751,0.241697,2.104295,b
0.347937,0,0.720619,2.164823,0.767382,-2.421581,0.913227,-2.149516,0.9627,1.691956,0.929584,1.707619,0.963054,1.831959,1.004615,-2.336826,1.00005,2.020317,1.022903,1.972783,1.087691,1.913874,1.055911,2.004727,1.043935,2.106585,0.887941,1.035475,-0.657153,0.054938,1.132992,-1.939751,1.244848,-2.166132,b
0.347937,0,-0.411851,-0.388827,-0.037025,-0.567129,-0.747533,-1.521057,-0.328159,-0.449943,-0.328791,-0.423571,-0.176621,0.399085,0.029841,-1.067504,-0.294406,-0.029316,0.006787,0.151374,-0.343417,0.931389,0.423515,0.419079,-0.11905,0.461808,-0.253118,-0.001332,-0.057295,-0.052449,-0.394139,-0.70067,-0.111838,-0.652073,b
0.347937,0,0.6334,0.083949,0.719042,-0.374469,0.855682,-0.392128,0.885728,-0.510396,0.83583,-0.287481,0.8897,-0.528143,0.922082,-0.58054,0.994063,-0.642286,0.868704,-0.645368,0.947126,-0.543177,0.892603,-0.456273,1.042189,-0.661331,0.64083,-0.502381,0.941411,-0.547829,0.852162,-0.753184,0.903634,-0.91005,g
0.347937,0,-1.28859,-0.100517,-1.156208,-0.25149,-1.116596,-0.229209,-1.009432,-0.374796,-0.84505,-0.313329,-2.251418,1.831959,1.004615,1.048469,-0.61802,0.007281,-0.57386,0.046284,-0.552115,-0.01601,-0.600356,0.108835,-0.68482,0.139995,0.887941,1.944525,-0.657153,0.054938,-0.61684,0.007387,-0.66843,-0.030918,b
0.347937,0,0.680475,-0.098818,0.767382,-0.25149,0.892564,-0.230649,0.858591,-0.325318,0.888768,-0.270282,0.929109,-0.126666,0.991901,-0.104178,0.901817,0.122286,0.919944,0.147984,1.050598,0.090597,1.055911,0.227158,0.94289,0.299427,0.824187,0.258329,1.004652,0.214159,1.10132,0.165611,1.192175,0.153052,g
0.347937,0,0.720619,-0.125006,0.767382,-0.310147,0.913227,-0.35376,0.866756,-0.408319,0.9104,-0.378868,0.94568,-0.013991,1.004615,-0.296686,0.92133,0.192259,0.988381,0.035861,1.087691,0.109162,1.055911,0.190813,1.00656,0.320705,0.859967,0.149171,1.079303,-0.008904,1.132992,0.060018,1.244848,-0.18096,g
0.347937,0,-0.704453,0.126583,-0.707858,0.123784,-1.040295,0.430148,-0.772184,0.169091,-0.733851,0.117194,-0.720124,0.069223,-0.624191,0.017317,-0.720412,0.089755,-0.66058,0.073409,-0.620429,-0.021414,-0.64799,0.086539,-0.71516,0.110398,-1.066439,0.099609,-0.662016,0.03033,-0.61516,-0.011072,-0.662881,-0.044733,g
0.347937,0,0.720619,-0.151691,0.767382,-0.349014,0.913227,-0.357524,0.9627,-0.55665,0.929584,0.821898,0.963054,-0.446163,1.004615,-0.472003,1.00005,0.659646,1.022903,-0.293532,1.079229,-0.381704,0.983051,-0.271879,1.043935,-1.674852,0.641527,-0.269792,0.782716,-0.385439,0.756411,-0.435879,0.747243,-0.521612,g
0.347937,0,0.481222,0.697607,0.159316,1.161847,-0.409892,1.30289,-0.894417,1.502683,-1.373607,1.434589,-1.650874,1.217457,-1.70829,0.702396,-2.006372,0.176537,-1.877474,-0.416404,-1.611085,-0.981377,-1.258987,-1.18676,-0.877524,-1.345429,-0.719154,-1.173587,0.04915,-1.079943,0.37402,-0.708478,0.532439,-0.315008,g
