@relation mfeat-weka.filters.unsupervised.attribute.Standardize

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.07468,-0.183517,0.603699,-0.669064,0.099879,0.281111,-0.052778,-0.265147,0.300183,0.144547,0.16888,-0.361364,1.609418,-0.467225,0.474488,0.248136,-1.43484,0.226907,1.35967,1.297568,0.034879,-1.112318,0.286311,-0.354173,0.366782,0.259285,-1.477978,0.276408,0.840898,1.149087,-1.04418,-1.455037,0.915663,0.863097,-0.381182,-0.427378,-0.03181,0.988025,1.495809,0.497717,-1.485469,-1.118584,1.928621,-0.336498,-1.084723,-0.532206,-0.094702,0.151098,0.410051,-1.263817,0.26969,-0.369186,-0.599902,-0.555582,0.26164,0.904126,0.798779,-1.203799,0.31266,-0.229801,-0.310666,-0.706527,0.279346,0.723274,0.668604,-1.151128,-0.322973,-0.325967,-0.525898,-1.40039,0.485145,0.62942,0.354935,-0.459934,0.935465,0.011343,10
-1.203201,-1.287947,-1.170065,-0.640502,2.224723,-0.971474,0.460225,-1.180748,0.247251,-1.414956,-0.854105,1.941445,-0.280434,1.625909,0.877353,-0.504751,-1.581811,-0.076877,0.653056,-1.460083,-0.467997,0.634612,0.120153,-0.399683,-0.457284,-0.496041,-1.590765,-0.632863,0.226107,-1.313302,-0.26567,-0.312078,0.184611,-1.151482,-1.00108,-0.746469,-0.661077,0.404866,-0.284454,-1.428278,-0.085751,-1.327009,-0.391967,-0.101643,-1.054575,-0.751548,0.521529,-0.022747,0.150891,-1.019222,-0.533866,-1.418518,-0.654468,-1.036743,0.983565,-0.383256,0.120313,-1.26281,0.825707,0.668204,-0.297438,0.65764,-0.154474,-0.625892,-0.132531,-1.667479,-0.103301,1.811082,-0.608226,1.909181,-1.394898,2.572025,-1.586578,1.132103,-0.190295,0.681637,1
1.382839,1.280656,0.799947,0.880619,-0.708309,-0.694215,-0.904423,0.688682,-0.993225,0.038512,-0.326505,0.718807,-0.364531,0.265615,-1.312677,0.96486,-0.011929,0.234305,-1.128116,0.250237,0.60004,0.811782,-0.231072,-0.957985,0.390746,0.575714,0.535451,-0.491748,-0.49032,0.470243,0.736962,-0.420965,0.529285,0.204693,-0.040366,-0.083153,0.935464,0.263503,1.000001,0.692129,0.626776,0.124553,1.054894,0.115038,-1.139569,-0.6602,0.007531,0.14465,0.345799,-0.793628,-1.02838,-0.686761,-0.194094,-0.849015,-0.073822,1.583776,-0.178353,0.083829,0.031355,-0.618159,-0.834241,-1.071606,1.827328,1.451255,0.452954,1.765364,-0.52261,-0.996557,-0.773217,-0.673532,0.893248,1.304965,1.069273,0.949061,1.662715,0.122012,8
-0.878403,-1.782996,-0.893005,-0.416901,-1.113514,-0.45824,0.338742,-1.125859,0.379609,-1.174843,-0.727497,-0.702972,-1.332495,-0.307612,-1.480404,-0.354851,-1.670446,-1.098465,0.686957,-0.356357,-0.491973,-1.695505,-0.31727,-1.018946,-0.020432,-0.296568,-0.990706,-0.755272,-1.534968,-0.111634,-0.032984,0.142202,-0.759649,-0.98633,-0.241056,-0.23764,0.456298,-0.137821,-1.369463,-0.421598,-0.888545,0.203255,-0.01821,0.053671,-1.620785,-0.558399,-1.213394,-0.220306,-1.539962,-0.47774,-0.467481,-0.827179,-1.169791,-0.97131,0.019554,-0.698101,-0.46891,-0.980157,-0.175912,-1.575551,-0.158977,-1.195191,-1.27989,-1.708143,-0.582447,-1.313702,-0.623074,-0.849026,-0.942696,-2.02484,-0.590688,1.122771,-1.181586,0.989655,-0.780467,0.638003,9
-1.12566,-0.628173,0.782652,-0.94455,-0.409717,-0.199626,0.73228,-0.378497,0.156929,-0.085049,1.263689,-0.127691,0.334131,-0.28388,-1.227689,-0.948312,0.436913,0.127927,0.028594,1.722002,0.686959,-1.112731,-1.46999,0.872743,-0.03993,1.67533,0.413787,-0.795981,-1.550716,0.545098,1.650153,-0.389909,-0.165749,-0.281956,0.580601,1.199026,1.610602,0.146842,0.507233,0.54991,-0.985157,-0.998198,0.914603,1.037298,1.402574,-0.728997,-0.1777,-0.785071,1.709783,-0.87544,0.082913,0.983823,0.972873,1.398514,-0.233923,-1.410127,-1.188159,-0.617985,-1.28102,0.533493,1.368712,-0.127645,0.80097,-0.066618,0.224841,-1.194453,0.548666,1.58401,1.057285,0.920713,0.074273,-0.552763,-0.696414,-0.217143,-0.051895,-1.188762,10
-1.198095,-0.809342,-0.977069,0.39427,1.050985,-1.133304,0.071843,-0.872524,0.637582,0.402605,-0.576075,-0.740023,-0.060984,0.297205,-1.168323,-0.64454,0.119825,-0.339669,-1.200076,0.204542,-0.489476,-1.494611,0.437687,-0.66622,-1.443693,-0.120967,-0.35094,-0.712405,-0.771316,-0.757536,-1.024566,-0.920513,0.393654,-0.496417,-0.835943,0.029198,-0.77896,-1.231472,-0.465666,-1.006604,-1.508447,-0.880631,-0.068548,0.159416,0.003243,-0.552273,0.086917,-0.785467,-0.658709,-1.230968,-0.107885,-0.044414,-0.091927,-0.641007,0.111491,-1.139017,-0.564614,0.165365,-0.280513,0.375031,-0.726174,-1.169951,-0.408352,-0.309193,-0.552406,0.782113,-0.952214,-0.173653,-1.030999,-1.339094,-0.911444,0.577192,-1.605698,1.079195,-1.226828,1.278346,1
0.954038,-0.573101,1.042172,-0.313622,1.136105,-0.972447,-0.094414,0.668257,-0.313623,0.354876,1.231766,0.155069,1.154351,-0.918884,2.023514,-1.061979,-0.136854,1.942489,-0.574774,1.387565,-0.306382,0.058154,1.448662,0.71321,-0.162357,0.243449,0.754604,0.729897,-0.588566,2.40599,-1.85388,-0.267348,2.079488,-0.534975,0.278556,0.090831,0.703053,1.516269,0.098776,-0.498389,-1.344099,1.513253,1.425254,-0.489531,1.41753,0.045032,0.795019,-1.02146,1.730994,-0.911638,-0.348397,1.984009,0.222147,1.591925,-0.439584,3.186038,2.374011,-0.799094,0.900731,-1.091804,1.062419,-1.075906,-0.867264,0.369207,0.372546,0.716145,-0.181867,1.898345,1.963228,-0.88676,1.078312,0.317245,-0.494616,-0.585286,0.053593,-0.932075,10
1.670428,-1.161413,-0.435106,-0.754824,1.016755,-0.938208,-0.811053,1.47661,1.118736,-0.682439,0.970401,0.527483,1.788579,-0.39203,0.948201,-0.512704,-0.184863,2.469946,1.895207,-0.372616,1.427834,-0.048889,-1.133684,1.605884,1.341765,-1.280904,-0.539744,0.83215,0.522303,-0.735902,-0.025235,-1.896588,0.435625,1.887233,-1.545749,0.289191,-1.735131,0.440386,1.222163,-0.77231,-0.915764,-0.364745,0.951443,1.554805,-0.650696,-1.043867,0.790983,-1.602666,-1.713467,1.080284,-0.512623,-0.583081,0.201419,0.343563,-0.550687,-0.167363,-0.716314,0.109454,-1.606447,1.994934,0.181296,-1.432411,1.706732,1.23936,-1.392956,1.357825,1.717839,0.043322,1.393757,0.884994,0.255147,-0.416214,0.080481,-0.25874,-0.334585,-1.229935,7
0.415049,1.407596,0.400424,1.510896,-0.52167,2.33202,0.773014,-0.796901,0.658995,1.213779,-1.67077,0.22199,1.696376,-0.10231,-0.553847,2.216834,0.125347,-0.841241,-0.197362,1.814401,0.692773,1.006988,-0.009269,-0.240043,0.129677,1.620539,1.884748,0.433268,-1.455827,-0.224156,1.657213,1.586453,1.298011,0.554145,0.417145,0.02561,2.297497,2.161296,-0.232836,-0.506864,1.932078,1.081646,1.339798,1.7678,-0.751884,-1.224685,-0.130018,-1.014759,-1.02534,-0.64381,-0.754177,-1.155163,-1.06887,-1.422359,-0.569006,-0.682248,-0.324535,-1.208488,-0.210751,-0.548476,-0.851139,0.077211,-1.020215,0.381889,1.562159,-1.155175,0.52492,-1.198659,-0.071343,0.256019,-0.905115,0.217518,-0.575059,-1.039847,0.337456,-1.570407,6
0.265348,-2.024204,-1.47221,-0.238963,-1.189609,-0.923486,-0.084554,-0.069263,-0.213239,-0.929705,-1.031863,-0.904984,-1.037784,-0.405324,-1.562743,-0.589719,-0.963907,-1.597465,-0.726887,-1.272094,-0.623511,-1.005063,-0.852944,-0.67825,-1.428893,-0.586874,-1.19947,-0.617963,-0.157043,-1.01394,-0.764957,-1.29751,-0.842036,0.155236,-0.0878,-0.569973,-1.023281,-1.381489,-0.728455,0.220723,-0.526769,-0.805457,-0.54467,-1.67055,-0.740481,-0.554189,-0.484729,-1.407842,-0.569031,-1.110892,-0.911394,-1.676142,-0.521712,-1.072509,-1.316589,-0.463445,-0.720921,-1.23403,-0.671072,0.100188,-0.731558,-1.204961,-1.146181,-1.011913,-0.578262,-1.207277,-1.654409,-0.329091,-0.985613,-1.376291,-0.988141,-0.157234,-1.241114,0.789595,0.835594,0.436793,9
-1.262042,-1.149685,0.326229,-1.022211,-0.583804,1.619036,1.719504,-1.247619,-0.145385,-0.57201,1.086493,3.68809,1.208317,0.770693,-1.248416,-1.174593,0.482612,-0.037806,4.432266,1.166333,2.055324,-0.592328,0.117744,2.905266,-1.854346,-0.192274,1.226249,2.026553,0.219156,-0.08907,-0.823439,2.696538,1.676876,-0.436653,1.164097,1.534891,-0.416358,-0.689298,2.951938,-0.369028,0.226878,-0.297475,-0.674888,2.122919,-0.941645,-0.035154,1.121677,-0.196248,0.610281,0.132368,1.439447,0.002471,0.706344,-0.333095,-0.10777,0.747228,1.07997,0.431126,0.558215,0.667769,0.34594,0.06651,-0.475334,-0.240051,0.583326,0.089256,0.566509,-0.235369,0.950988,-0.034087,-1.132405,-0.935459,-0.446772,-0.537449,0.231385,-1.165633,6
-0.088699,1.912005,-0.600068,3.405126,-1.539703,1.103264,0.103437,-0.156165,0.805644,-0.564156,0.073792,0.583567,-0.648595,-0.640306,-0.197115,-0.045054,-0.252407,0.114555,-0.250833,0.400034,-0.491088,-0.429562,0.597745,0.18953,0.516881,-0.54934,-0.350816,0.422595,0.709478,0.428218,-0.006535,-0.419097,-0.727499,-0.14392,0.208593,0.399167,-0.54323,-1.016822,-0.269951,0.211091,0.532187,-0.540054,-1.270424,-0.303152,0.270098,0.108291,-0.265578,0.053492,0.761384,-0.198488,-0.142246,-0.368734,0.78788,-0.075422,-0.014024,-0.894982,0.5044,0.262701,0.099275,-0.401713,-0.089246,0.463891,0.152407,-0.42301,-0.200976,0.09454,-0.614052,-0.257433,-0.424072,-0.396672,-0.859523,-0.531166,-0.487361,-1.152847,0.046169,-1.405134,2
1.730347,1.125353,0.907318,0.184488,-1.368517,2.371692,-0.234031,1.215469,-1.843469,0.307636,0.071259,-1.064501,0.983315,0.98908,1.087938,-0.451921,0.618315,1.240213,-0.150212,0.782205,1.183101,-0.575909,-0.44664,2.010038,-0.120783,1.06196,-1.181267,1.690561,0.055397,0.563002,-0.339443,0.508223,-0.122449,0.351061,0.485736,-1.121333,0.829941,-1.057263,1.172938,-0.497846,-0.115657,-0.132349,0.682353,-0.342253,-0.06993,0.855739,-0.805255,-0.60367,-0.26222,0.070417,0.197828,-0.676812,0.986373,-0.301437,-0.178512,0.616107,1.416358,0.507674,-0.669088,-0.340374,0.411886,1.128506,-0.211347,-0.91591,0.186765,0.063734,-0.084933,-1.170995,-0.326561,-1.865902,-1.145542,-1.174949,-1.120529,-1.779859,0.092988,-1.173906,4
-1.350976,-1.134873,-1.199117,0.426995,1.621571,-1.502297,0.357934,-1.269904,1.042666,-0.52362,-0.715172,0.168305,-0.822851,1.2559,0.317004,-1.208816,0.273736,-0.076976,-1.803066,-0.755375,-0.047245,-0.541059,-0.521055,0.461071,-0.518933,-0.745695,-0.356065,0.45386,-1.113803,-1.141745,0.26756,-0.420172,-0.007497,-0.0834,-0.449497,-0.704521,-1.281999,0.395846,-0.158957,-1.273289,0.185651,0.097394,-0.021527,-1.477679,-1.060088,-0.186416,-0.089156,-0.861524,0.087596,-0.788318,-0.120043,-0.077339,-0.679175,-0.390086,-0.027586,-0.605325,0.007248,-0.689755,0.281769,-0.652051,-0.710473,-0.182283,-0.104129,0.544247,-0.355336,-0.056569,-0.254668,-1.392827,-0.836335,0.346414,-0.754844,1.771631,-1.481073,0.99915,-1.041725,1.262173,1
-1.340335,1.097504,0.402802,0.513488,0.956868,0.057919,0.940525,-0.524669,1.823467,1.948643,-0.541635,-0.606201,0.500002,-0.243812,1.9618,-0.87884,-0.44609,0.144892,0.206063,0.226581,-0.764969,-0.417286,1.6003,-0.209646,-0.227414,-0.458836,0.678651,2.166046,0.131512,-1.990959,0.689697,0.51027,1.323566,-0.075533,-0.308083,-0.605039,1.118666,2.29475,1.074301,-0.508509,-0.144307,2.03228,0.382869,2.205615,-0.119077,0.37054,-0.722061,0.98147,0.165016,0.491125,-0.450845,0.868963,1.827482,0.584343,-0.617673,1.750009,1.656138,0.212354,0.94803,1.018985,2.544548,0.545734,-0.214036,-0.209099,3.059885,-1.189825,-0.421376,0.467668,0.519623,-1.100685,-0.562432,-1.316013,1.286548,-1.183478,0.909845,-1.04649,5
-1.085474,-1.323966,-0.59684,1.241464,-0.843973,-0.439238,-0.495837,-1.818567,0.369058,0.334622,-0.642772,-1.005448,-0.483484,-1.317212,-0.319108,-0.299665,-0.674398,-0.264096,0.169323,-1.544484,-0.836102,-0.060269,0.104876,-1.32646,-1.907911,-1.774927,-0.075104,-0.573284,-0.96269,-1.103487,-1.316586,-0.10737,-0.842246,-0.529673,0.006741,-0.604666,-0.979055,-0.926127,-0.108359,-0.520167,-0.572922,-1.784131,-0.786834,-1.490655,-0.775851,-1.743086,-1.22866,0.65405,-0.224214,-0.238153,0.79482,0.649399,-0.543931,0.393451,0.140195,-1.119071,-1.328752,-0.632333,-1.212013,-0.303706,-0.825767,0.836949,0.633788,-1.52668,0.284158,0.500808,-0.091403,-0.733552,-0.331766,-1.610582,-1.304721,-1.123945,-1.009594,0.413062,-1.27428,0.756827,9
1.479805,0.495438,0.544013,-0.706836,-1.456801,2.033435,-0.727121,1.755019,-0.224338,-0.197706,0.674035,-1.229938,-1.195361,-0.004689,1.17184,0.037345,-1.507432,0.308188,0.495409,2.187882,-0.766454,-1.14402,0.86329,-0.8832,1.972437,-0.081047,-0.449311,-0.132887,-0.745284,1.41428,1.00486,-0.811861,-1.163856,0.001603,0.599977,0.900066,-1.352229,-1.240507,0.836986,0.64647,-0.228652,-1.575113,-0.694582,0.632126,1.419581,-0.445794,-1.148831,1.025011,2.275545,0.196441,-1.310248,0.307953,2.069567,0.567253,-1.501084,-1.555676,0.394202,-0.167061,-0.012722,0.340029,0.571967,-0.535924,-0.254358,0.165019,1.455336,-0.465282,-0.546185,-1.232116,-0.003196,-1.218777,0.23121,-0.456319,-1.492737,-1.080883,1.310023,0.221663,4
-0.762939,0.591287,-0.306062,-0.673476,-1.386525,-0.757184,-1.80619,-1.429069,-0.305198,-1.234321,-0.539763,0.229925,-1.187616,-0.851415,-2.055783,-0.396984,0.078882,-0.72364,0.420143,-1.248075,-0.921185,-0.458911,-0.493454,-0.382005,-0.695125,-0.972286,-0.710077,-0.882022,-1.520482,-0.348059,-0.770871,-0.646109,-1.259229,-1.401905,-0.080366,-0.581218,-1.114369,-1.144328,-1.144655,0.389679,-0.563119,-1.557983,-1.133235,-1.011178,-0.679325,-1.540729,-1.231223,-1.221775,-0.520687,-0.664258,-1.172241,-1.164145,-0.245768,-0.093419,-1.474451,-0.377995,-0.217001,0.169644,-1.371355,-0.416363,-0.581968,-0.116433,-1.536701,-0.860928,-1.017112,-0.206083,-0.661193,-0.858118,-1.102906,-0.805432,-0.430427,-1.100872,-1.042542,-1.6039,0.305222,0.016481,9
0.625948,0.393427,0.471681,-0.844085,-1.687091,1.325181,1.623026,-1.078536,1.424964,-0.312446,0.528914,-1.69337,1.500808,0.535882,0.594058,-0.628738,-0.58629,0.489632,-1.28038,0.086727,-0.621435,0.5833,0.704614,-0.415059,-0.075312,0.365245,-0.245633,-1.189059,0.961127,1.223022,-0.868228,-1.341928,0.089811,1.2992,0.390838,-0.238018,-0.923333,0.300832,-1.295645,0.741259,0.612775,-1.50605,-1.040009,-0.208903,2.102857,1.504968,0.307284,-1.577208,2.233505,0.109728,0.132597,-0.614871,0.659626,0.982549,-1.295055,-1.028414,0.628422,0.214267,-1.279774,-1.431034,0.118509,-0.659167,-0.995902,-0.920774,-0.416826,-0.454959,-0.548159,-0.762422,-0.16066,-1.088333,-0.85914,-0.933854,-0.549777,-1.19028,-0.181296,-1.420268,6
0.951329,0.406599,-0.522751,-0.979222,0.423278,0.230383,2.139313,0.66035,0.443512,0.83305,1.160877,2.222406,0.765904,2.736681,-1.089611,-0.968697,-0.058618,1.009977,1.514124,2.114021,2.54399,-0.948474,0.494436,-0.863807,-0.873159,0.282473,1.242315,1.965877,-0.839776,1.803292,2.082131,2.506224,-0.514554,-0.739989,0.251508,0.805459,0.319313,1.331512,1.966638,2.908724,0.726131,-0.408413,0.667296,-0.554557,2.935173,1.408847,-0.134035,-0.217157,-0.690887,-1.095347,0.406535,-0.738302,1.144975,2.13166,1.271569,0.780526,-0.226683,0.128543,-1.000853,-1.671718,2.079333,0.229721,0.202427,-0.26933,-0.439125,-0.48171,-0.017104,-0.288798,0.106707,0.480017,0.851531,-0.584213,0.35245,-0.937007,0.253389,-0.660979,6
-1.120126,0.318802,0.567969,-0.232437,1.372616,0.501276,0.927469,0.248104,1.256975,2.409023,-0.844835,-0.280297,0.979474,0.492559,1.538604,-1.325548,-1.435807,1.686997,0.809036,1.558882,-0.714377,-0.473619,2.335038,-0.679828,-0.705879,0.802047,-0.019404,2.570845,0.772302,-2.015656,0.110836,0.966236,3.167089,0.345593,-1.170367,0.680912,1.623817,1.679504,1.444942,-0.374509,0.366097,1.616253,0.887772,1.072164,0.188795,0.547068,-0.529379,-1.763272,0.733677,0.267794,-1.444063,-0.53558,1.250836,-1.146104,-0.736371,0.130225,1.128239,-0.439392,-0.072477,0.824968,2.035674,-0.287113,-0.308142,0.969663,2.376376,-1.127305,-0.53886,0.55379,0.976053,-1.020872,-0.655543,-0.177299,1.283853,-1.458342,0.483846,-0.619674,5
-1.752301,0.594355,0.280164,0.451502,1.343074,-0.424665,1.029303,0.394106,0.934378,2.149871,-1.436835,-0.790391,0.496708,-0.291157,1.818951,-0.156762,0.311629,0.544154,1.00145,1.103025,-1.796096,-1.121027,2.878784,0.437571,0.816288,0.099416,-0.6413,1.712362,0.409907,-0.784884,0.275433,-0.41566,2.40661,1.190131,-0.370329,0.858506,1.561386,1.71602,0.771717,-1.736954,2.179054,0.863013,0.770675,1.162936,-1.055202,0.586409,-1.18322,0.368202,-1.169091,1.212097,-0.474173,-0.406402,-0.287003,2.660607,-1.088959,0.210245,0.674752,1.688113,-1.310265,0.467382,0.835084,2.515229,-1.264541,1.270523,1.866631,0.38066,-0.477255,0.058867,0.325631,-0.550238,-1.106021,0.370518,0.555088,-0.746086,1.193392,-0.507947,5
-0.437792,0.495002,-0.819485,-0.633733,-0.262218,0.675889,2.309464,-1.06151,1.478918,0.648909,1.294045,1.564168,0.493957,3.187975,-1.101722,-1.128222,1.805656,1.192835,1.075856,0.995328,1.995213,0.079049,0.27976,1.589622,-0.555349,0.546027,0.169412,3.241533,0.595785,0.330443,-1.133496,0.253839,-0.426573,-1.165878,1.772415,0.913591,2.597738,-0.236854,1.354108,-0.063107,-0.195959,-1.224199,-1.19641,1.182167,-1.1625,-1.420783,-0.228115,0.030818,-0.079685,1.350588,1.61354,0.716512,0.953812,0.254999,0.361112,-1.182235,1.030257,0.448018,-0.980182,0.32369,0.102018,0.774876,-0.217743,-0.041389,-1.472883,-0.349358,0.001577,-0.246653,0.921132,-0.231735,0.732354,-0.672438,0.072565,-0.961936,-0.728912,-0.775846,6
1.162691,-0.965825,1.705675,1.383285,0.284022,-0.58006,-0.366317,0.633026,-2.041011,0.439012,-0.390026,-1.572483,0.765316,0.373448,0.783466,0.746465,-1.264289,0.40435,-0.102147,0.981034,0.49837,-0.863484,0.422431,0.065096,0.016306,0.26845,-1.087208,0.015627,0.017072,0.077992,-0.128309,-0.828919,0.282658,1.535138,-0.195035,-0.145779,-1.549842,0.82018,0.387418,-0.381859,0.628553,-1.172281,-0.738323,0.773844,-0.947249,0.985866,0.651589,-0.832709,-0.599777,0.79541,1.270037,-1.074435,-0.934215,0.460194,0.773233,-0.339227,-0.910722,0.268389,1.036132,-0.185415,-0.908092,-0.985258,-0.107692,-0.491653,0.40587,-0.939746,-0.17635,-0.279436,-0.363708,-1.332331,-0.398495,-0.617556,-0.821637,-1.126356,2.267121,0.162916,2
0.63865,-0.633388,1.100404,-0.722285,0.849261,-0.791462,-0.193566,1.006072,-0.29901,-0.280148,1.041785,-0.568302,1.508047,-0.814402,2.258011,-0.587231,-1.393822,0.923729,0.371594,0.321995,0.225098,-0.383916,1.011406,0.593567,0.439554,-0.663927,-1.075507,2.352466,0.538439,1.218329,-0.407979,-0.14759,0.051029,1.605219,0.682852,-1.373449,-0.690121,2.512562,0.512753,-0.375507,-0.634756,0.492759,2.09124,0.998375,0.290789,-0.425718,0.730607,1.940224,1.304036,-0.655806,1.635914,-0.724482,-0.242114,0.845831,-1.233553,2.032953,0.808066,-0.114386,1.373379,0.907172,1.727717,-1.134668,0.186147,-1.155493,-0.577582,0.549449,-0.676667,1.597158,1.436243,-0.767175,1.171308,0.209644,-0.009641,-0.673834,0.029436,-0.52663,7
-0.439341,1.064601,-1.621102,0.154279,-0.317322,-0.539142,1.65287,-0.348947,2.598537,0.80259,1.707615,-0.779485,0.46863,0.942916,-0.096939,0.839492,-1.078292,0.911707,-0.209726,2.462868,0.816636,-1.086895,1.069939,-0.137377,1.321658,0.258648,1.821949,-0.743024,0.201567,1.703918,-0.184308,-0.421247,-0.704343,1.280204,1.345392,2.397731,0.404565,-1.510868,-0.272557,0.953514,-0.07683,-1.177211,2.425109,-0.594555,1.102205,2.102843,0.159313,-0.40912,1.735354,1.755597,0.344058,-0.077595,2.813813,1.054639,-0.876163,-1.297319,1.172761,-1.223254,-0.802805,-0.672659,0.760821,0.781193,0.642622,0.320112,-0.210863,0.288933,-0.101834,-0.139503,0.856939,0.07246,0.226781,-0.800994,0.519722,-1.247333,0.138019,-1.03073,6
-0.412469,0.330618,1.166533,-1.281316,0.46968,-0.660317,-0.168105,1.068149,-1.208086,-0.852197,1.463913,-1.226244,1.478706,-0.723652,-0.179303,-0.456911,0.389194,-1.28727,0.742803,0.954934,-0.36512,-0.785115,0.183668,-1.639118,-1.172634,-0.474312,1.190713,-1.454569,1.19765,-0.371497,0.398479,-0.908516,1.906632,-1.042254,-0.929036,0.692399,0.886885,-0.75834,0.207538,1.244324,-0.210844,-0.340829,0.400542,-1.632512,-0.716891,-0.111706,-0.409615,0.467255,0.463971,-0.36866,-0.904644,0.942907,-1.21248,-0.404067,1.412713,-0.340537,0.875057,0.331989,-0.348838,-1.123816,-1.157566,0.80609,0.036307,0.168279,0.572378,-0.528744,-0.862505,0.863467,-0.548369,-0.580317,1.4865,0.954142,1.420507,0.43408,-0.883774,1.373314,3
1.369393,-0.481311,0.285282,-1.096777,0.845602,-0.897868,0.039762,0.79991,0.214107,-0.276491,0.854356,0.947733,0.808127,-1.062735,1.242234,-1.389512,0.764651,2.382961,-0.204193,-1.261137,0.256526,0.900734,1.706712,0.975349,-0.901494,-0.959311,2.093318,0.732908,-0.405946,-1.458528,1.451177,0.12253,1.763046,-0.604341,0.818085,0.565473,2.214901,-0.408003,-0.189095,0.939605,2.092867,1.209362,0.124182,-0.394497,0.020586,0.417887,-0.654588,1.192023,-0.461671,-0.630409,1.217637,1.605582,-1.113193,0.858583,1.526869,-1.023258,-0.021751,1.753572,0.003497,1.440459,1.36021,0.146819,2.021042,1.57991,0.268148,2.061616,0.989535,0.422984,1.88332,0.346073,0.098739,-0.913831,0.186296,-0.902637,-1.651544,-0.374085,7
-0.725853,0.763205,-0.143832,-0.236676,-1.331694,0.945947,-2.069113,-0.549536,-0.931924,0.274866,-1.582701,0.096759,-0.229786,-1.453162,-0.440134,0.230182,-1.182223,-0.941181,0.184959,-0.009259,1.293488,-0.532775,-0.090281,-0.883177,0.876728,0.983955,0.313972,0.137453,-0.458695,1.315439,-0.145586,-0.326539,-1.540463,0.141396,0.89205,-0.367593,-0.917384,-1.062435,-0.687998,-0.414369,0.928423,-0.609055,0.453007,-0.309747,0.297855,0.712121,0.514114,-0.394069,0.446496,1.339797,0.511162,-1.599348,1.469394,0.030957,-0.611317,-1.584047,1.213534,-0.888999,-1.695079,-0.211613,-0.006547,-0.469099,0.572018,-0.121254,-1.061822,-1.312446,0.58805,0.016497,0.059597,-0.445232,-0.280298,-1.108822,0.559665,1.822054,-1.518751,2.153391,3
0.111154,0.626397,-0.594866,0.399897,-1.104836,-1.15113,-1.128187,-0.626418,-0.944623,-1.257263,-0.645066,-1.978481,-0.896747,-0.543966,-0.215582,0.315385,-0.6723,-0.570947,-0.886532,0.191541,0.279796,-0.200214,-0.460444,-0.646882,0.34467,1.387581,-0.192213,-0.514695,-0.449588,0.103086,1.324597,-0.02802,0.310462,0.244282,0.664321,0.203048,-0.244661,-0.51504,0.270523,1.378142,0.232596,-0.12057,-0.438097,-0.50718,0.333547,0.27209,0.862214,0.332243,1.272896,-1.680347,-0.790977,0.796603,1.609308,-0.016291,-1.045092,-0.468794,0.300085,-0.28031,-0.277055,-1.075381,-1.026178,-1.215096,-0.008612,1.340081,0.115519,-0.575082,-0.366095,-0.049239,-0.519366,0.786136,-1.16158,-0.582595,-0.925078,2.021215,-0.187908,1.782125,3
