@relation C

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute class {1,-1}

@DATA
-0.111449,-0.092923,-0.517103,-0.349541,-0.414402,0.753420,-0.486496,0.543933,0.898154,-0.854299,-1
0.194850,-0.562087,-0.653870,-0.813479,-0.650642,-0.812936,0.750393,-0.109717,-0.603489,0.132811,-1
0.154958,0.738827,0.029702,0.403060,-0.396071,0.155342,0.128212,-0.358480,0.701229,-0.895747,-1
0.729115,-0.664047,-0.731376,-0.677894,0.863942,0.805671,0.640805,-0.861316,0.734772,-0.787099,1
0.229444,-0.641875,-0.520669,-0.287206,-0.953062,-0.246599,0.191943,-0.171390,0.880796,-0.516745,-1
-0.296451,-0.738561,0.799181,0.475494,-0.634671,-0.770606,-0.333464,-0.846409,0.279939,-0.930620,-1
-0.790061,0.031842,-0.085452,-0.157807,-0.717982,-0.700937,-0.573449,-0.361583,0.483608,0.689176,-1
0.821951,-0.838435,-0.106478,0.514195,-0.243823,-0.821404,0.014075,-0.036003,0.117194,0.590928,-1
-0.074037,-0.563270,-0.654976,-0.587942,-0.156053,0.654072,-0.870696,0.059135,0.478122,-0.901905,-1
0.392574,-0.779506,0.885019,-0.916870,-0.435981,0.859765,-0.906176,-0.458113,0.871987,-0.241920,-1
0.629658,-0.375599,0.936794,-0.574947,0.752102,-0.363088,-0.354316,-0.490943,-0.484710,0.961602,-1
-0.767240,0.830635,-0.360842,0.750687,0.384940,-0.439575,0.272894,0.494234,0.234525,-0.889955,1
0.578869,-0.784967,-0.387059,0.177960,0.512157,0.250074,0.006763,-0.490957,0.664995,-0.167041,1
-0.690881,-0.630265,-0.188677,-0.210341,-0.571567,0.628440,-0.727945,-0.557428,-0.103511,0.884477,-1
-0.180571,-0.854287,-0.185779,0.032500,0.878991,0.365428,-0.358193,0.837068,0.994081,0.108757,1
0.649008,-0.689032,-0.679138,-0.235037,0.640524,0.523095,0.483280,-0.815987,0.123251,-0.220510,1
0.889915,-0.001425,-0.576944,-0.704113,0.064619,-0.731373,0.834459,-0.118763,-0.147980,-0.624245,-1
0.433078,-0.176526,0.019700,-0.275353,0.699053,0.422126,0.111027,-0.755515,-0.058847,0.319249,1
0.458923,0.544111,0.520649,0.576470,0.387093,-0.119982,-0.881261,0.327896,-0.270576,-0.536872,-1
0.026734,-0.340461,0.831824,0.206176,0.548433,-0.101653,-0.733166,-0.739613,0.660510,0.938150,-1
0.572211,0.368361,-0.932616,-0.231824,-0.640617,0.070380,0.159863,0.938645,-0.427040,-0.057608,-1
0.453176,-0.514745,-0.259161,0.680835,0.305577,-0.042242,-0.404436,0.523131,-0.599080,-0.819808,-1
0.928622,0.157915,0.663588,-0.843366,-0.027175,0.328457,0.561922,0.369665,0.567600,-0.765805,1
0.917484,0.899619,-0.881869,0.148101,0.011404,0.878952,-0.424869,-0.846270,0.331741,-0.998748,-1
-0.756332,0.743233,0.360151,0.990741,0.069720,0.898663,-0.262396,-0.042434,-0.316953,-0.989900,-1
0.312901,0.293866,0.990643,-0.410462,-0.127640,-0.209361,0.117688,0.479044,0.810340,0.615541,1
-0.584795,-0.035593,0.103670,0.342693,0.159626,0.494285,-0.060741,0.463603,0.854819,-0.359512,1
0.052051,-0.696577,-0.458416,0.964781,0.979153,0.450066,-0.552966,0.659992,0.416656,-0.498721,-1
-0.375273,-0.763742,-0.698266,0.053271,0.150432,-0.176934,0.830336,0.380994,0.196606,0.986462,-1
-0.406484,0.198511,0.915862,-0.201972,-0.182991,-0.657161,0.127328,-0.873188,0.821401,-0.157231,1
-0.770602,-0.293554,-0.222989,-0.561213,0.698915,0.180445,-0.692316,-0.385971,-0.007954,-0.775539,-1
-0.273588,0.637429,-0.218700,-0.293046,0.552704,-0.309261,-0.871701,-0.095519,-0.106077,0.571494,-1
0.248907,0.872615,0.690278,0.853966,0.465038,0.987675,-0.096106,-0.838762,0.098656,-0.873704,1
-0.247816,-0.480432,0.801546,-0.103988,0.026160,0.239858,0.977451,0.547203,0.020631,-0.876890,-1
0.540089,-0.593053,-0.208223,0.025162,-0.528625,-0.663282,-0.909674,0.690352,0.047583,-0.192892,-1
-0.223242,0.882754,0.411986,0.933246,-0.185172,-0.223930,0.328078,-0.536541,0.909750,0.480311,1
-0.980658,0.024931,0.959825,-0.867606,0.792893,0.873243,-0.922692,0.554838,0.355672,-0.974911,-1
0.696176,-0.393596,0.949120,-0.730899,-0.135252,-0.162866,0.873873,0.444249,-0.375422,0.848111,-1
-0.369614,-0.592123,-0.379031,-0.864690,-0.623315,0.893888,-0.002033,-0.921767,-0.869785,-0.709177,-1
-0.436820,-0.991023,0.384833,-0.389647,-0.032255,-0.716370,-0.086337,-0.566416,0.081626,-0.172846,-1
-0.711997,-0.014095,-0.352347,-0.148205,0.464471,-0.098661,-0.640041,0.377456,-0.884043,0.327863,-1
0.387220,0.486047,0.623928,-0.233680,0.828182,-0.693335,0.001776,-0.115997,-0.355262,-0.785118,1
-0.199436,0.804956,-0.144424,-0.194955,-0.854140,0.742621,0.645713,0.331738,0.409819,0.628517,-1
0.409358,0.195442,0.297924,0.516851,0.269225,0.342286,-0.155442,0.248643,-0.859899,0.514877,-1
0.135887,-0.517114,-0.362033,0.754934,0.077412,0.301952,0.648119,-0.408218,-0.999344,-0.855721,1
0.511794,0.429406,-0.690787,0.554398,0.106714,0.718637,-0.742635,0.855138,-0.111164,-0.466408,-1
-0.273702,-0.190258,-0.688444,0.842211,0.879797,-0.270362,-0.009843,-0.414542,0.728262,0.778255,1
0.868497,0.729870,0.146076,-0.185353,0.588278,-0.270011,0.445509,0.443274,-0.730826,-0.111629,1
0.153612,-0.541852,-0.173646,0.413288,0.079406,-0.634423,-0.648905,-0.232857,-0.098908,0.649464,-1
-0.625491,-0.474304,-0.304377,-0.422706,0.636704,-0.702248,-0.452686,0.606050,0.292641,0.458942,-1
0.826769,-0.451862,-0.507164,-0.719360,0.745928,-0.774172,0.898620,0.911767,0.726359,-0.256316,-1
0.473227,-0.288541,-0.562643,-0.167313,0.207140,-0.997893,0.823901,-0.241782,0.764958,0.321108,-1
0.773998,-0.288494,0.416453,0.238898,-0.694565,-0.252178,0.838056,0.782657,-0.230281,-0.651018,-1
0.137186,-0.057355,-0.911200,-0.001377,0.272545,0.202014,-0.503106,0.607582,0.477500,0.737372,-1
-0.090766,0.622069,-0.359645,0.454971,0.739454,-0.801441,0.643998,-0.192116,-0.483833,-0.119570,1
0.371324,-0.398127,0.726167,0.002639,-0.107725,0.517472,0.747479,0.215561,-0.398776,-0.238787,-1
0.087163,-0.612937,0.639367,0.532725,-0.911261,0.667991,-0.788002,0.792257,0.881972,0.395249,-1
0.712229,0.078801,-0.298629,0.990713,0.114299,-0.807765,0.397293,-0.079229,0.613006,0.232596,1
0.059791,-0.710300,0.137245,-0.391913,-0.481026,-0.140986,-0.381214,0.535711,0.777906,-0.882945,-1
0.828480,-0.549933,-0.880207,0.095026,0.035287,0.927636,0.622250,0.240447,0.637230,0.843477,1
0.649554,-0.341916,-0.378173,0.043977,0.101542,-0.818603,0.856585,0.480178,-0.698973,0.591536,-1
0.201455,-0.302967,0.912221,-0.212071,-0.028614,-0.280122,0.598193,0.322144,0.803357,-0.716345,1
-0.129079,0.459353,0.331264,0.408937,0.018933,-0.630221,0.570669,-0.038705,-0.712266,-0.649454,1
-0.536017,0.437583,0.903584,0.631285,0.179701,0.412475,-0.977005,-0.316216,-0.112278,-0.474767,-1
0.048471,0.241775,-0.383009,0.454816,-0.543612,-0.706823,-0.697141,0.466199,0.856687,-0.812087,-1
0.212018,-0.371584,-0.262124,-0.856133,0.448859,-0.785878,0.394005,0.725344,-0.433386,-0.702054,1
-0.781224,-0.376386,-0.754031,-0.941108,-0.643950,-0.012507,0.453050,-0.032556,0.958028,-0.095956,1
0.407847,0.520307,-0.309124,-0.210013,-0.283768,-0.109575,0.790527,-0.405195,-0.000722,-0.671275,-1
0.052395,-0.993609,0.667960,0.465387,0.245304,-0.276961,0.679870,0.195382,-0.975601,-0.301442,1
0.707096,-0.660696,0.526623,-0.675359,-0.091961,-0.459882,-0.772299,-0.625592,-0.820286,0.614463,-1
0.784989,0.991625,-0.697858,0.839856,-0.230627,0.432208,0.882210,0.194797,-0.784163,0.341241,-1
0.596925,-0.507196,0.811846,-0.017790,-0.468019,-0.304381,-0.461991,0.052339,-0.791126,-0.795687,-1
0.112979,0.805343,-0.153258,0.480074,-0.567385,-0.548613,-0.843373,-0.541101,-0.331031,-0.060311,-1
0.161951,-0.357722,0.873288,0.871141,0.893640,0.951937,0.807608,0.952700,0.774254,-0.574318,1
-0.957673,-0.962879,0.572260,-0.182563,0.008004,0.600909,-0.124489,0.145976,0.262941,-0.393676,-1
-0.179154,0.443917,0.208081,0.455373,-0.261640,0.594611,0.698738,-0.273123,-0.614938,-0.301349,-1
0.032205,0.475070,0.564151,-0.172675,0.237507,-0.534207,-0.543319,-0.608124,-0.259761,0.828491,-1
-0.429968,0.535066,-0.553534,0.549515,0.931181,0.785230,0.824941,-0.430913,0.071482,-0.279790,1
-0.032583,-0.929431,-0.055719,-0.788224,0.649691,0.988137,-0.012459,0.383021,-0.671128,-0.824381,1
0.182739,-0.562594,-0.144586,0.361289,0.191596,0.047157,-0.128592,-0.149181,-0.137098,0.058688,-1
-0.207307,0.879053,0.502834,0.351057,0.535374,0.248932,-0.741913,-0.819868,0.617374,0.388833,-1
-0.976199,-0.398217,-0.652194,0.993091,-0.689528,0.794739,0.002128,-0.573826,0.408447,0.210690,-1
0.447285,-0.032226,-0.439178,-0.699167,-0.926544,-0.889668,-0.993597,0.053670,-0.906250,0.884492,-1
0.045269,-0.570413,-0.093940,0.758147,-0.069731,-0.707309,0.050525,-0.606599,-0.572150,0.454063,1
-0.987668,-0.573702,0.110878,0.795698,0.582996,0.821758,0.462376,0.435411,0.242808,0.174724,1
0.266782,0.702680,-0.732258,0.259327,0.370109,0.476060,0.160075,0.842134,-0.729819,0.222936,1
-0.647109,0.382664,0.915531,-0.845648,0.044727,-0.147532,-0.463533,0.997957,0.266590,0.025774,-1
-0.611224,-0.869570,-0.995851,0.509825,-0.114849,-0.975280,-0.366659,0.090323,-0.803834,-0.213160,-1
-0.016092,-0.148344,-0.997164,-0.493875,0.360920,-0.992182,0.994204,0.690613,0.736454,0.774982,-1
-0.737900,0.923086,-0.271421,-0.392996,-0.608193,0.080304,-0.260475,-0.770879,-0.604347,0.675110,-1
0.634792,0.118414,-0.014280,0.208329,0.341830,0.571988,-0.363238,0.175445,0.915895,0.120561,-1
0.050376,-0.280212,0.836777,-0.332196,-0.880892,0.088710,-0.082740,-0.905664,-0.101960,-0.942867,-1
-0.078141,-0.581631,0.270946,-0.492428,-0.453342,0.864135,0.776391,0.843364,0.539503,-0.004827,-1
-0.308675,-0.555842,-0.445398,-0.785379,0.866905,0.815682,0.101708,0.741963,-0.870921,0.097775,1
-0.718877,0.463309,0.114206,0.438764,0.702086,-0.088694,0.678839,0.665750,0.843194,0.190508,1
0.705710,0.793321,0.678005,0.745162,-0.734440,0.780294,0.185764,0.520334,-0.972302,-0.779202,-1
0.661067,0.489880,0.708549,0.902830,0.181503,-0.861069,-0.227520,0.624504,-0.629499,0.593479,-1
0.056660,0.640499,-0.228026,0.229550,-0.834682,0.123994,0.825742,-0.110982,0.182847,0.173448,-1
0.138706,0.583168,-0.564673,-0.038899,0.572744,-0.002738,-0.763726,-0.580150,-0.700131,0.354911,-1
-0.266664,-0.292735,-0.887807,-0.377445,0.511576,-0.292332,0.284378,0.855030,0.761622,-0.723608,1
-0.294778,-0.715095,-0.018624,0.449172,-0.455005,0.513383,0.115283,0.838138,0.974521,0.433550,-1
0.403482,0.020356,-0.513142,0.151254,0.572893,0.244974,-0.374190,-0.832382,0.174370,0.325550,-1
0.157716,0.275536,0.405638,0.224202,-0.514178,0.586434,-0.644819,-0.663406,0.870325,-0.661608,-1
0.277299,0.460774,0.205184,-0.151548,0.504814,0.634480,-0.988367,0.845544,-0.068643,-0.099744,-1
0.957537,-0.066778,-0.321320,-0.095455,-0.144116,0.215096,0.689225,-0.922900,-0.847087,-0.143567,1
0.311953,-0.696310,-0.024197,-0.055871,0.250850,0.311783,-0.454536,-0.956989,-0.776020,0.352248,-1
0.973675,0.039578,-0.921360,0.152588,0.879517,-0.876968,-0.060793,-0.426453,0.113706,-0.156380,1
0.117478,0.348749,-0.666110,-0.568481,0.657504,-0.356403,0.576457,0.722311,0.503612,-0.493627,1
-0.614746,-0.693753,0.734824,-0.235023,-0.405130,0.029856,-0.417672,-0.392527,0.827525,-0.869959,-1
-0.656235,-0.599977,-0.494303,0.890297,-0.273909,-0.468904,-0.587735,0.772263,0.935777,-0.343685,-1
-0.238089,0.815442,0.153143,0.841365,-0.522714,-0.789544,0.729851,-0.432834,0.592946,-0.440882,-1
-0.821173,0.230795,-0.475777,0.435293,-0.400986,-0.157037,-0.816767,0.451861,0.779911,0.644544,-1
0.070743,-0.557646,0.102463,0.130506,-0.775132,-0.399425,-0.864925,-0.296547,-0.928530,-0.631080,-1
-0.696841,0.267230,0.315847,0.104681,0.424693,0.980099,-0.828473,0.285944,-0.145532,0.198544,-1
0.516905,0.875943,0.237859,-0.671782,0.378436,0.790721,0.238517,0.883369,0.221671,-0.126279,1
0.867682,-0.394460,0.881734,-0.234461,-0.311535,0.186606,0.882127,-0.353020,-0.939902,-0.734717,-1
-0.469623,-0.381136,-0.761907,0.918143,-0.068977,-0.352578,-0.352582,0.043053,0.640284,-0.168204,-1
0.497482,-0.876389,0.031275,0.851678,-0.638166,-0.509759,-0.833746,-0.473669,0.721976,0.477923,-1
-0.720693,0.239591,-0.136592,0.968020,0.677893,0.346028,0.198857,-0.701829,0.521504,-0.187038,1
0.339492,-0.891067,-0.730862,0.442003,0.054546,0.663720,-0.051966,0.437441,0.630826,0.172936,-1
0.592394,-0.876367,0.558481,-0.420487,0.561150,0.583908,-0.706196,0.639322,-0.348269,0.681912,-1
-0.113611,0.885605,0.507148,-0.545371,-0.931080,0.802281,-0.701500,0.442935,0.459592,-0.679799,-1
0.548555,0.184462,-0.207771,-0.527899,0.160810,0.287694,-0.380105,-0.753170,-0.455413,-0.228568,-1
-0.973699,-0.707821,-0.009780,-0.293121,-0.575153,0.489667,0.117815,0.392884,-0.068098,-0.593437,-1
0.532660,0.286053,0.338498,-0.027158,0.832785,0.574696,-0.223858,-0.264245,-0.433034,0.446784,1
-0.291672,-0.082765,-0.075047,-0.697296,-0.510019,0.483619,-0.934232,-0.036661,0.347973,0.717130,-1
0.674768,-0.381719,0.821218,0.840311,0.750498,-0.290509,0.586700,-0.413552,-0.304300,-0.618530,1
0.886956,0.027280,-0.328087,-0.612409,-0.946314,-0.220904,-0.097832,0.530476,-0.201456,-0.098319,-1
0.888520,0.550772,-0.569973,-0.456501,-0.320067,-0.728195,-0.005432,0.825132,-0.243041,-0.161891,-1
-0.526273,0.602154,-0.958166,-0.464936,0.216011,-0.741210,0.565108,-0.002902,0.759421,0.011550,1
-0.447802,-0.801965,0.905441,0.341327,0.053406,-0.463271,0.518283,-0.150278,0.762853,0.423105,1
-0.641191,-0.578337,0.965040,0.579415,-0.114214,0.742601,0.148884,-0.180831,0.262455,0.126121,1
-0.417890,0.650791,0.612626,0.974905,0.514478,0.721781,0.910199,0.297214,-0.671404,-0.058591,-1
0.159410,0.418804,0.578761,-0.530992,0.766900,0.767174,0.124292,-0.630925,-0.675461,-0.244331,1
0.719845,0.065252,-0.556755,-0.450203,0.253252,-0.223299,-0.315960,0.300167,-0.959647,-0.112695,-1
-0.567294,-0.757463,-0.103063,-0.376665,-0.056240,0.204242,-0.110153,0.643307,0.212422,-0.145862,-1
-0.598017,-0.152937,0.221121,0.544747,-0.088232,0.719722,-0.625575,0.552573,-0.036151,0.499102,-1
0.213668,-0.189624,-0.348885,-0.653026,0.989818,-0.969057,-0.374954,-0.770514,-0.010490,-0.926057,1
0.383603,0.014731,-0.820217,-0.387774,-0.747645,-0.969227,-0.749550,0.643615,0.101656,0.723785,-1
-0.129822,-0.983650,0.067082,0.471389,0.236625,-0.128671,-0.778152,-0.034366,0.079770,0.704438,-1
-0.473594,0.125514,-0.440928,0.869905,0.973203,-0.041186,0.797590,-0.921840,-0.500539,-0.788787,1
-0.502997,0.373800,-0.251801,0.214956,-0.161518,-0.767076,-0.983448,-0.826284,-0.516734,-0.638473,-1
-0.200418,0.427803,0.116645,0.297311,0.321979,-0.773353,-0.251749,-0.399601,0.749912,0.106168,-1
0.880912,0.492712,0.293646,-0.287024,0.933568,-0.209683,0.285655,-0.038865,-0.771068,0.055934,1
-0.890309,-0.313888,-0.867616,0.735416,-0.838415,-0.194239,-0.557928,0.801515,-0.459419,-0.462852,-1
-0.373439,-0.405307,0.188085,0.139118,0.645945,0.622690,0.912281,-0.345228,-0.144588,0.228712,-1
0.715920,0.657672,-0.422235,-0.025691,-0.134070,0.542899,0.574476,-0.226249,0.529806,-0.549152,1
0.725797,0.239065,-0.377280,0.141084,-0.751123,0.656685,-0.772956,0.566576,0.684373,-0.439438,-1
-0.380669,0.863137,0.770208,0.316805,-0.480514,0.586790,0.775402,-0.504125,-0.586524,-0.599357,-1
0.966791,-0.442196,0.066404,0.073669,0.660566,0.904796,-0.256690,-0.465204,0.654719,0.189197,1
0.564815,-0.990838,-0.253270,0.533948,0.200183,-0.826092,-0.237419,-0.789409,0.181816,-0.934603,-1
-0.253373,-0.765069,0.676350,0.362573,0.848089,-0.878352,0.796506,-0.633702,-0.147022,-0.686732,1
0.080671,0.580421,-0.011597,-0.968656,0.323118,-0.280659,0.090203,0.657883,-0.464694,0.171394,1
-0.031801,0.531974,-0.318571,-0.466778,-0.596727,0.261252,0.910366,-0.409282,0.946712,-0.995347,-1
0.471015,0.338023,0.963875,-0.179987,0.067866,-0.779798,0.608042,0.100365,0.620439,0.679327,1
0.032843,0.507438,0.642192,-0.290587,-0.712833,0.136898,0.297527,0.656804,-0.502362,0.470140,-1
-0.312004,0.565994,-0.180005,0.598405,-0.585590,-0.977045,0.749675,0.682888,0.026820,-0.649747,-1
0.767765,0.665304,0.460647,0.578888,-0.674650,0.288206,0.478294,-0.578358,0.525568,-0.276264,1
0.421345,-0.575031,0.532877,-0.397271,-0.090986,-0.298986,0.363122,-0.099841,0.586992,-0.475640,1
-0.795932,0.888775,-0.270261,0.117809,-0.526283,0.566691,-0.992204,-0.060739,-0.029055,-0.349929,-1
-0.484565,-0.725440,0.689176,0.289425,-0.342266,-0.766002,-0.563253,-0.674984,-0.690145,0.370546,-1
-0.469183,-0.731511,-0.071114,-0.466988,-0.776215,-0.230900,-0.796195,0.170787,-0.150899,0.513937,-1
-0.071511,0.468469,0.878255,-0.615932,-0.395454,0.551919,0.710757,-0.559419,-0.300331,-0.378310,-1
-0.153404,-0.425113,-0.110817,0.517371,-0.888393,-0.658010,0.491395,0.598299,-0.559451,0.446835,-1
-0.167946,0.588936,-0.497194,-0.486189,0.876080,-0.902321,-0.623977,0.959579,-0.135544,-0.046581,-1
0.473605,0.140886,-0.534521,0.444903,0.515129,-0.159612,-0.805054,0.025099,0.577042,0.740726,-1
0.375719,-0.831064,0.760378,0.407911,-0.003303,0.840788,-0.450462,0.114355,-0.163870,-0.867564,-1
0.813565,-0.998615,-0.875059,-0.452413,0.965424,-0.067492,-0.172642,-0.591246,-0.286258,-0.424144,1
0.980190,0.289606,-0.239856,0.153049,-0.519228,-0.157590,-0.079986,-0.575385,-0.516110,0.326455,-1
0.044639,0.392541,0.284758,-0.415357,0.546836,0.108464,-0.382719,-0.025768,0.803908,-0.546284,-1
-0.046233,-0.566137,-0.102257,0.826305,0.084256,0.639648,0.154800,-0.773015,-0.706140,-0.176381,1
0.991970,0.228140,0.311966,0.166095,-0.228576,-0.168255,0.753239,0.184853,0.346298,-0.820897,-1
-0.969767,0.108027,-0.744100,0.305008,-0.862243,-0.862671,0.990810,-0.463594,-0.887273,0.476189,-1
0.207873,-0.422618,-0.883912,0.227969,-0.456420,0.652723,-0.922786,-0.318676,-0.726868,-0.877800,-1
0.113245,0.147197,0.054414,-0.984373,0.023162,-0.016692,0.263277,0.387758,-0.430566,0.120978,1
-0.636939,-0.059578,0.323685,-0.921402,0.980639,0.455718,0.522774,0.023773,-0.975718,-0.482765,1
-0.669103,0.309249,0.741980,-0.807533,-0.871661,-0.331275,-0.305830,-0.140002,0.829049,-0.775075,-1
-0.768805,-0.914633,-0.715378,0.753747,0.528454,0.794070,-0.156483,0.499250,-0.338663,-0.842121,1
0.583823,-0.342610,0.941620,0.108317,0.659522,0.628229,0.868330,0.750958,0.955850,0.481014,-1
0.745368,-0.360636,-0.123777,0.149974,0.514704,-0.911827,-0.040779,0.210875,-0.477282,0.229620,1
0.270283,-0.486512,-0.778507,0.111315,-0.427350,0.559581,-0.016166,-0.364168,0.709635,-0.906305,-1
0.596035,-0.219974,-0.893793,-0.391373,0.810009,0.173518,0.988862,-0.669930,0.730786,-0.771635,-1
0.184518,0.255113,-0.724138,-0.029801,0.242960,0.996588,0.258968,0.575672,-0.334179,0.286347,1
-0.661455,-0.905101,0.391269,-0.831926,-0.772009,-0.343025,-0.726977,-0.653431,0.109089,0.961539,-1
0.985079,-0.893674,-0.372698,-0.863081,-0.688217,-0.823055,0.279867,0.478148,0.845489,0.793671,-1
-0.962672,0.144270,-0.876918,-0.572235,-0.135771,0.245900,0.160875,0.343953,-0.572467,0.278143,1
-0.081941,0.589808,0.165560,0.746558,0.181021,-0.268742,-0.113769,-0.253139,-0.716977,-0.814633,-1
-0.154572,0.451143,0.708953,0.135370,-0.307850,-0.608417,0.870650,0.435717,0.005746,0.725826,-1
0.503207,0.772137,0.804419,-0.570924,0.446301,-0.139543,0.187285,0.816863,0.319472,-0.792371,1
0.670267,0.479689,0.960123,0.987507,-0.217219,-0.466463,-0.343343,0.073546,-0.837159,0.230797,-1
-0.487840,-0.993709,-0.926640,-0.430906,0.983550,0.179517,0.486266,-0.210295,-0.327450,-0.730809,1
-0.544886,0.599356,-0.243977,0.845265,-0.767114,-0.254782,0.247707,0.171684,-0.730174,-0.190091,-1
-0.256276,-0.610351,-0.167847,-0.661716,0.857451,0.867536,0.766625,-0.634130,0.608114,-0.046604,1
0.741273,-0.352169,0.880799,-0.111132,-0.188690,0.164342,0.203582,-0.272567,-0.376714,0.847178,1
-0.385702,0.914832,0.178882,0.179092,-0.645745,-0.568928,-0.652462,-0.598746,0.782683,-0.269881,-1
0.530645,0.941548,-0.670865,0.266621,0.908780,0.140881,-0.191652,-0.706478,-0.251561,0.257150,1
-0.769654,0.583185,-0.421728,-0.880641,-0.292155,-0.612209,0.797367,0.498641,-0.979583,0.267969,-1
0.507149,-0.463998,0.691229,0.624115,-0.423823,-0.200657,-0.116632,0.215867,-0.495547,-0.395184,-1
-0.913669,0.384653,-0.170916,0.163527,-0.846031,-0.367856,0.256303,-0.070785,-0.000603,-0.345430,-1
0.186147,0.366279,0.163130,0.196443,-0.012302,0.599551,0.494202,0.487774,-0.441299,0.043432,1
0.452934,-0.430730,-0.250735,0.784023,0.474124,-0.297087,0.843703,-0.918298,0.854462,0.361809,-1
0.204806,-0.545913,0.015878,0.596241,0.189610,0.191159,-0.856102,-0.640673,-0.756564,0.692368,-1
0.897438,0.755837,-0.442062,0.687049,0.740639,0.926305,0.482510,-0.457923,-0.327939,0.453764,1
0.539871,-0.035327,-0.251459,-0.673581,-0.990179,0.448217,0.184933,0.048418,0.630877,-0.782558,-1
0.980897,0.718982,-0.615254,0.633408,0.905664,-0.113885,-0.306806,0.356293,-0.690878,0.114445,1
0.670837,0.393589,0.281542,0.696548,-0.098328,0.508177,-0.140584,0.781572,-0.973058,-0.154500,-1
-0.640967,-0.352995,0.483037,0.049677,0.036095,-0.503641,0.196067,0.437459,0.561551,0.969026,1
0.444235,-0.267688,0.679602,-0.533196,0.755063,-0.634321,-0.284085,-0.495660,-0.898907,0.118890,1
0.130575,-0.648544,0.594889,0.155561,0.737536,-0.400607,0.757154,-0.924067,0.786987,-0.100233,1
0.174000,0.220290,0.381058,0.068402,0.423523,0.611065,-0.139765,-0.982066,-0.133108,0.642177,1
-0.388139,-0.552537,-0.529197,0.788805,0.646209,0.679659,0.317074,0.974584,0.085443,-0.196069,1
-0.940634,-0.637639,-0.737874,0.207021,0.231580,0.147055,0.828001,0.682177,-0.934939,-0.516732,-1
